Extract_Date,Reported_Date,City,is_newyork,Population,Data_Source,New_Cases,mavg_7day_new_cases,new_cases_per_100K,mavg_7day_per_100k_new_cases
2021-05-30,2020-12-27,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2885,3241,15.34,17.24
2021-05-30,2020-12-28,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5384,3390,28.63,18.03
2021-05-30,2020-12-29,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5210,3549,27.71,18.87
2021-05-30,2020-12-30,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4975,3710,26.46,19.73
2021-05-30,2020-12-31,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3386,3763,18.01,20.01
2021-05-30,2021-01-01,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1329,3803,7.07,20.22
2021-05-30,2021-01-02,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4195,3909,22.31,20.79
2021-05-30,2021-01-03,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3449,3990,18.34,21.22
2021-05-30,2021-01-04,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,6578,4160,34.98,22.13
2021-05-30,2021-01-05,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,6142,4293,32.66,22.83
2021-05-30,2021-01-06,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5666,4392,30.13,23.36
2021-05-30,2021-01-07,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5409,4681,28.77,24.89
2021-05-30,2021-01-08,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5299,5248,28.18,27.91
2021-05-30,2021-01-09,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3691,5176,19.63,27.53
2021-05-30,2021-01-10,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3198,5140,17.01,27.34
2021-05-30,2021-01-11,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5898,5043,31.37,26.82
2021-05-30,2021-01-12,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5226,4912,27.79,26.13
2021-05-30,2021-01-13,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5167,4841,27.48,25.75
2021-05-30,2021-01-14,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5253,4819,27.94,25.63
2021-05-30,2021-01-15,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4798,4747,25.52,25.25
2021-05-30,2021-01-16,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3477,4717,18.49,25.09
2021-05-30,2021-01-17,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2903,4675,15.44,24.86
2021-05-30,2021-01-18,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4632,4494,24.63,23.9
2021-05-30,2021-01-19,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5133,4480,27.3,23.83
2021-05-30,2021-01-20,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4912,4444,26.12,23.63
2021-05-30,2021-01-21,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4923,4397,26.18,23.38
2021-05-30,2021-01-22,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4698,4383,24.98,23.31
2021-05-30,2021-01-23,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3278,4354,17.43,23.15
2021-05-30,2021-01-24,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2852,4347,15.17,23.12
2021-05-30,2021-01-25,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5659,4494,30.09,23.9
2021-05-30,2021-01-26,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4703,4432,25.01,23.57
2021-05-30,2021-01-27,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4787,4414,25.46,23.47
2021-05-30,2021-01-28,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4678,4379,24.88,23.29
2021-05-30,2021-01-29,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3679,4234,19.56,22.51
2021-05-30,2021-01-30,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2858,4174,15.2,22.2
2021-05-30,2021-01-31,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2890,4179,15.37,22.22
2021-05-30,2021-02-01,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,977,3510,5.2,18.67
2021-05-30,2021-02-02,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2665,3219,14.17,17.12
2021-05-30,2021-02-03,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,5139,3269,27.33,17.39
2021-05-30,2021-02-04,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4860,3295,25.85,17.53
2021-05-30,2021-02-05,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4159,3364,22.12,17.89
2021-05-30,2021-02-06,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3084,3396,16.4,18.06
2021-05-30,2021-02-07,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1650,3219,8.77,17.12
2021-05-30,2021-02-08,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,4436,3713,23.59,19.75
2021-05-30,2021-02-09,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3733,3866,19.85,20.56
2021-05-30,2021-02-10,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3778,3671,20.09,19.52
2021-05-30,2021-02-11,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3420,3466,18.19,18.43
2021-05-30,2021-02-12,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3321,3346,17.66,17.79
2021-05-30,2021-02-13,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2205,3220,11.73,17.13
2021-05-30,2021-02-14,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1897,3256,10.09,17.31
2021-05-30,2021-02-15,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2851,3029,15.16,16.11
2021-05-30,2021-02-16,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3723,3028,19.8,16.1
2021-05-30,2021-02-17,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3440,2980,18.29,15.85
2021-05-30,2021-02-18,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2046,2783,10.88,14.8
2021-05-30,2021-02-19,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3024,2741,16.08,14.58
2021-05-30,2021-02-20,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2497,2783,13.28,14.8
2021-05-30,2021-02-21,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2280,2837,12.13,15.09
2021-05-30,2021-02-22,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3619,2947,19.25,15.67
2021-05-30,2021-02-23,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3475,2912,18.48,15.48
2021-05-30,2021-02-24,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3461,2915,18.41,15.5
2021-05-30,2021-02-25,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3482,3120,18.52,16.59
2021-05-30,2021-02-26,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3243,3151,17.25,16.76
2021-05-30,2021-02-27,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2011,3082,10.69,16.39
2021-05-30,2021-02-28,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2038,3047,10.84,16.21
2021-05-30,2021-03-01,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3728,3063,19.83,16.29
2021-05-30,2021-03-02,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3111,3011,16.54,16.01
2021-05-30,2021-03-03,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3242,2979,17.24,15.84
2021-05-30,2021-03-04,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3121,2928,16.6,15.57
2021-05-30,2021-03-05,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2887,2877,15.35,15.3
2021-05-30,2021-03-06,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2048,2882,10.89,15.33
2021-05-30,2021-03-07,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1879,2859,9.99,15.21
2021-05-30,2021-03-08,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3401,2813,18.09,14.96
2021-05-30,2021-03-09,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3333,2844,17.72,15.13
2021-05-30,2021-03-10,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3205,2839,17.04,15.1
2021-05-30,2021-03-11,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3100,2836,16.49,15.08
2021-05-30,2021-03-12,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3207,2882,17.05,15.32
2021-05-30,2021-03-13,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2173,2900,11.56,15.42
2021-05-30,2021-03-14,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1918,2905,10.2,15.45
2021-05-30,2021-03-15,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3396,2905,18.06,15.45
2021-05-30,2021-03-16,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3196,2885,17.0,15.34
2021-05-30,2021-03-17,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3175,2881,16.88,15.32
2021-05-30,2021-03-18,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2919,2855,15.52,15.18
2021-05-30,2021-03-19,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3049,2832,16.21,15.06
2021-05-30,2021-03-20,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2160,2830,11.49,15.05
2021-05-30,2021-03-21,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2081,2854,11.07,15.18
2021-05-30,2021-03-22,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3860,2920,20.53,15.53
2021-05-30,2021-03-23,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3234,2925,17.2,15.56
2021-05-30,2021-03-24,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3463,2967,18.42,15.78
2021-05-30,2021-03-25,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3779,3089,20.1,16.43
2021-05-30,2021-03-26,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3410,3141,18.13,16.71
2021-05-30,2021-03-27,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2214,3149,11.77,16.75
2021-05-30,2021-03-28,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1751,3102,9.31,16.49
2021-05-30,2021-03-29,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3542,3056,18.84,16.25
2021-05-30,2021-03-30,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3170,3047,16.86,16.2
2021-05-30,2021-03-31,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3176,3006,16.89,15.99
2021-05-30,2021-04-01,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2856,2874,15.19,15.28
2021-05-30,2021-04-02,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2620,2761,13.93,14.68
2021-05-30,2021-04-03,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2046,2737,10.88,14.56
2021-05-30,2021-04-04,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1469,2697,7.81,14.34
2021-05-30,2021-04-05,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3274,2659,17.41,14.14
2021-05-30,2021-04-06,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,3005,2635,15.98,14.01
2021-05-30,2021-04-07,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2761,2576,14.68,13.7
2021-05-30,2021-04-08,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2564,2534,13.64,13.48
2021-05-30,2021-04-09,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2467,2512,13.12,13.36
2021-05-30,2021-04-10,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1725,2466,9.17,13.12
2021-05-30,2021-04-11,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1312,2444,6.98,13.0
2021-05-30,2021-04-12,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2536,2339,13.49,12.44
2021-05-30,2021-04-13,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2359,2246,12.55,11.95
2021-05-30,2021-04-14,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2245,2173,11.94,11.56
2021-05-30,2021-04-15,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,2018,2095,10.73,11.14
2021-05-30,2021-04-16,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1837,2005,9.77,10.66
2021-05-30,2021-04-17,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1271,1940,6.76,10.32
2021-05-30,2021-04-18,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1052,1903,5.59,10.12
2021-05-30,2021-04-19,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1886,1810,10.03,9.62
2021-05-30,2021-04-20,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1595,1701,8.48,9.04
2021-05-30,2021-04-21,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1417,1582,7.54,8.41
2021-05-30,2021-04-22,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1359,1488,7.23,7.91
2021-05-30,2021-04-23,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1289,1410,6.85,7.5
2021-05-30,2021-04-24,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,850,1350,4.52,7.18
2021-05-30,2021-04-25,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,754,1307,4.01,6.95
2021-05-30,2021-04-26,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1363,1232,7.25,6.55
2021-05-30,2021-04-27,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1137,1167,6.05,6.21
2021-05-30,2021-04-28,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1210,1137,6.43,6.05
2021-05-30,2021-04-29,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,1050,1093,5.58,5.81
2021-05-30,2021-04-30,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,956,1046,5.08,5.56
2021-05-30,2021-05-01,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,555,1004,2.95,5.34
2021-05-30,2021-05-02,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,551,975,2.93,5.18
2021-05-30,2021-05-03,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,908,910,4.83,4.84
2021-05-30,2021-05-04,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,853,869,4.54,4.62
2021-05-30,2021-05-05,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,756,804,4.02,4.28
2021-05-30,2021-05-06,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,754,762,4.01,4.05
2021-05-30,2021-05-07,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,695,725,3.7,3.85
2021-05-30,2021-05-08,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,374,699,1.99,3.72
2021-05-30,2021-05-09,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,325,666,1.73,3.55
2021-05-30,2021-05-10,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,641,628,3.41,3.34
2021-05-30,2021-05-11,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,613,594,3.26,3.16
2021-05-30,2021-05-12,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,572,568,3.04,3.02
2021-05-30,2021-05-13,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,492,530,2.62,2.82
2021-05-30,2021-05-14,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,464,497,2.47,2.65
2021-05-30,2021-05-15,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,280,484,1.49,2.57
2021-05-30,2021-05-16,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,270,476,1.44,2.53
2021-05-30,2021-05-17,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,443,448,2.36,2.38
2021-05-30,2021-05-18,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,398,417,2.12,2.22
2021-05-30,2021-05-19,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,356,386,1.89,2.06
2021-05-30,2021-05-20,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,369,369,1.96,1.96
2021-05-30,2021-05-21,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,339,351,1.8,1.87
2021-05-30,2021-05-22,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,220,342,1.17,1.82
2021-05-30,2021-05-23,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,170,328,0.9,1.74
2021-05-30,2021-05-24,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,327,311,1.74,1.65
2021-05-30,2021-05-25,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,277,294,1.47,1.56
2021-05-30,2021-05-26,New York,1,18804000,https://github.com/nychealth/coronavirus-data/blob/master/trends/data-by-day.csv,211,273,1.12,1.45
